casino_name,logo_path,rating,website_url,languages,licenses,affiliate_program,casino_type,review_path
Gamix.bet Casino,logosask/GamixbetCasino.png,6.5,https://gamix.bet/casino/,https://gamix.bet/casino/,Curacao,Gamix Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Gamixbet Casino.txt
Tiki Casino,logosask/TikiCasino.png,6.5,https://tikicasino.com/,https://tikicasino.com/,Anjouan,Vegas Legends Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Tiki Casino.txt
Crusino Casino,logosask/CrusinoCasino.png,6.5,https://www.crusino.com/,https://www.crusino.com/,Curacao,Stay Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Crusino Casino.txt
All Slots Casino,logosask/AllSlotsCasino.png,6.5,http://www.allslotscasino.com,http://www.allslotscasino.com,"Alderney Gambling Control Commission, Kahnawake Gaming Commission",Buffalo Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/All Slots Casino.txt
FEZbet Casino,logosask/FEZbetCasino.png,6.5,https://fezbet.com/en/,https://fezbet.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Mate Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/FEZbet Casino.txt
PlayZilla Casino,logosask/PlayZillaCasino.png,6.5,https://playzilla.com,https://playzilla.com,The Philippine Amusement and Gaming Corporation (PAGCOR),PartnerZilla,"Instant Play, Crypto Casino, Live Casino, Mobile, Sports",tekst/PlayZilla Casino.txt
SlotsPalace Casino,logosask/SlotsPalaceCasino.png,6.5,https://slotspalace.com,https://slotspalace.com,The Philippine Amusement and Gaming Corporation (PAGCOR),Mio Media Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/SlotsPalace Casino.txt
Kikobet Casino,logosask/KikobetCasino.png,6.5,https://www.kikobet.com/,https://www.kikobet.com/,Curacao,StakePartners,"Crypto Casino, Instant Play, Live Casino, Sports, Mobile",tekst/Kikobet Casino.txt
Casino Mustang,logosask/CasinoMustang.png,6.5,https://www.casinomustang.com/,https://www.casinomustang.com/,Curacao,Casino Mustang Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Casino Mustang.txt
RoboCat Casino,logosask/RoboCatCasino.png,6.5,https://robocat.com/,https://robocat.com/,"Anjouan, The Philippine Amusement and Gaming Corporation (PAGCOR)",247Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/RoboCat Casino.txt
JVSPINBET Casino,logosask/JVSPINBETCasino.png,6.5,https://jvspin.com/,https://jvspin.com/,Curacao,JVSpinBet Partners,"Instant Play, Mobile, Crypto Casino, Sports, Live Casino",tekst/JVSPINBET Casino.txt
Spinnalot Casino,logosask/SpinnalotCasino.png,6.5,https://spinnalot.com,https://spinnalot.com,Malta Gaming Authority,Slotpartners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Spinnalot Casino.txt
21 Bets Casino,logosask/21BetsCasino.png,6.5,https://21bets.com,https://21bets.com,Curacao,Infinity Stars Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/21 Bets Casino.txt
Vinyl Casino,logosask/VinylCasino.png,6.5,https://vinylcasino.com/,https://vinylcasino.com/,Anjouan,Rant Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Vinyl Casino.txt
30Bet Casino,logosask/30BetCasino.png,6.5,https://www.30bet.com/,https://www.30bet.com/,Curacao,Qbet Partners,"Sports, Mobile, Live Casino, Instant Play, Crypto Casino",tekst/30Bet Casino.txt
Winsane Casino,logosask/WinsaneCasino.png,6.5,https://www.winsane.com,https://www.winsane.com,Curacao,Boss Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Winsane Casino.txt
Betzard Casino,logosask/BetzardCasino.png,6.5,https://betzard.com/,https://betzard.com/,"Curacao, Costa Rica",7Bit Partners,"Download, Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Betzard Casino.txt
Tornadobet Casino,logosask/TornadobetCasino.png,6.5,https://www.tornadobet.com/,https://www.tornadobet.com/,Curacao,StakePartners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Tornadobet Casino.txt
Playio Casino,logosask/PlayioCasino.png,6.5,https://playio.com/,https://playio.com/,Curacao,Partners Club,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Playio Casino.txt
SpellWin Casino,logosask/SpellWinCasino.png,6.5,https://spellwin.com/,https://spellwin.com/,Curacao,Trino partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/SpellWin Casino.txt
321Crypto Casino,logosask/321CryptoCasino.png,6.5,https://www.321cryptocasino.com/,https://www.321cryptocasino.com/,Curacao,RnR Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/321Crypto Casino.txt
Lucky Ones Casino,logosask/LuckyOnesCasino.png,6.5,https://www.luckyones.com/,https://www.luckyones.com/,Curacao,Fortunate Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Lucky Ones Casino.txt
Zodiac Casino,logosask/ZodiacCasino.png,6.4,http://www.zodiaccasino.com,http://www.zodiaccasino.com,"Kahnawake Gaming Commission, Alcohol and Gaming Commission of Ontario, UK Gambling Commission",Rewards Affiliates,"Download, Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Zodiac Casino.txt
8xwins Casino,logosask/8xwinsCasino.png,6.4,https://8xwins.com/,https://8xwins.com/,Curacao,Wins Royal Partners,"Instant Play, Live Casino, Crypto Casino, Mobile",tekst/8xwins Casino.txt
Wild Tokyo Casino,logosask/WildTokyoCasino.png,6.4,https://wildtokyo.com/,https://wildtokyo.com/,Curacao,AffRepublic,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Wild Tokyo Casino.txt
Queenspins Casino,logosask/QueenspinsCasino.png,6.4,https://www.queenspins.com/,https://www.queenspins.com/,Curacao,Rexaffiliates,"Instant Play, Mobile, Crypto Casino",tekst/Queenspins Casino.txt
GGbet Casino,logosask/GGbetCasino.png,6.4,https://gg.bet/,https://gg.bet/,Curacao,GG.bet Affiliates,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/GGbet Casino.txt
CasinoSecret,logosask/CasinoSecret.png,6.4,https://www.casinosecret.com,https://www.casinosecret.com,Curacao,CasinoSecret Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/CasinoSecret.txt
CasinoJAX,logosask/CasinoJAX.png,6.4,https://www.casinojax.com/,https://www.casinojax.com/,Curacao,Jax Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/CasinoJAX.txt
Bet24Star Casino,logosask/Bet24StarCasino.png,6.4,https://bet24star.com,https://bet24star.com,Curacao,Bet24Star Affiliates,"Crypto Casino, Live Casino, Mobile, Instant Play",tekst/Bet24Star Casino.txt
LuckyBay Casino,logosask/LuckyBayCasino.png,6.4,https://www.luckybay.io,https://www.luckybay.io,Curacao,Placebo Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/LuckyBay Casino.txt
LibraBet Casino,logosask/LibraBetCasino.png,6.4,http://www.librabet.com,http://www.librabet.com,"The Philippine Amusement and Gaming Corporation (PAGCOR), Anjouan",7StarsPartners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/LibraBet Casino.txt
Kingmaker Casino,logosask/KingmakerCasino.png,6.4,https://kingmaker.com,https://kingmaker.com,Curacao,KNG Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Kingmaker Casino.txt
Betfree Casino,logosask/BetfreeCasino.png,6.4,http://betfree.com/,http://betfree.com/,Curacao,Betfree Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Betfree Casino.txt
BetyBet Casino,logosask/BetyBetCasino.png,6.4,https://betybet.com/,https://betybet.com/,Curacao,50-Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/BetyBet Casino.txt
Bm.bet Casino,logosask/BmbetCasino.png,6.4,https://bm.bet/,https://bm.bet/,Curacao,Boomerang Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Bmbet Casino.txt
21bit Casino,logosask/21bitCasino.png,6.4,https://www.21bit.com,https://www.21bit.com,Curacao,Newgen Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/21bit Casino.txt
Manga Casino,logosask/MangaCasino.png,6.4,https://www.mangacasino.com/,https://www.mangacasino.com/,Curacao,Qbet Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Manga Casino.txt
Casinonic Casino,logosask/CasinonicCasino.png,6.4,https://www.casinonic.com,https://www.casinonic.com,Curacao,Rexaffiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Casinonic Casino.txt
Slotexo Casino,logosask/SlotexoCasino.png,6.4,https://slotexo.com/,https://slotexo.com/,Anjouan,Slotexo 7x7 partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Slotexo Casino.txt
Slotland Casino,logosask/SlotlandCasino.png,6.4,https://www.slotland.eu,https://www.slotland.eu,Anjouan,Slotland Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/Slotland Casino.txt
Royal Vegas Casino,logosask/RoyalVegasCasino.png,6.4,https://www.royalvegascasino.com/,https://www.royalvegascasino.com/,"Alcohol and Gaming Commission of Ontario, Alderney Gambling Control Commission",Buffalo Partners,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Royal Vegas Casino.txt
MalinaCasino,logosask/MalinaCasino.png,6.4,https://malinacasino.com/en/,https://malinacasino.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Mio Media Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/MalinaCasino.txt
ZeusWin Casino,logosask/ZeusWinCasino.png,6.4,https://zeuswin.com/,https://zeuswin.com/,Curacao,Club Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino, Sports",tekst/ZeusWin Casino.txt
Ritzo Casino,logosask/RitzoCasino.png,6.4,https://ritzo.com/,https://ritzo.com/,Curacao,Samurai Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Ritzo Casino.txt
EVO.io Casino,logosask/EVOioCasino.png,6.3,https://www.evo.io/,https://www.evo.io/,Tobique Gaming Commission,Evo Partners,"Instant Play, Live Casino, Mobile, Crypto Casino, Sports",tekst/EVOio Casino.txt
Slotuna Casino,logosask/SlotunaCasino.png,6.3,https://slotuna.com/,https://slotuna.com/,Curacao,Partners Casa,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Slotuna Casino.txt
Fruits4Real Casino,logosask/Fruits4RealCasino.png,6.3,https://fruits4real.com,https://fruits4real.com,Malta Gaming Authority,Slotpartners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Fruits4Real Casino.txt
Hugo Casino,logosask/HugoCasino.png,6.3,https://hugocasino.com/,https://hugocasino.com/,Curacao,Kawaii Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Hugo Casino.txt
Spinrollz Casino,logosask/SpinrollzCasino.png,6.3,https://spinrollz.com/,https://spinrollz.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Affilirise Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Spinrollz Casino.txt
Gomblingo Casino,logosask/GomblingoCasino.png,6.3,https://gomblingo.com/,https://gomblingo.com/,Curacao,Affilirise Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Gomblingo Casino.txt
BetCG Casino,logosask/BetCGCasino.png,6.3,https://www.betcasinogames.com/,https://www.betcasinogames.com/,Curacao,BetCG Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/BetCG Casino.txt
Casino Midas,logosask/CasinoMidas.png,6.3,http://www.casinomidas.com,http://www.casinomidas.com,Curacao,AffiliStars,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Casino Midas.txt
Boaboa Casino,logosask/BoaboaCasino.png,6.3,https://boaboa.com/en/,https://boaboa.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),WOW Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Boaboa Casino.txt
Cosmoswin Casino,logosask/CosmoswinCasino.png,6.3,https://www.cosmoswin.com,https://www.cosmoswin.com,Curacao,Cosmoswin Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/Cosmoswin Casino.txt
Olympusbet Casino,logosask/OlympusbetCasino.png,6.3,https://olympusbet.com/casino/home,https://olympusbet.com/casino/home,Curacao,Dach Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Olympusbet Casino.txt
Reel Crypto Casino,logosask/ReelCryptoCasino.png,6.3,https://www.reelcrypto.com/,https://www.reelcrypto.com/,Curacao,Reel Crypto Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Reel Crypto Casino.txt
Hugewin Casino,logosask/HugewinCasino.png,6.3,https://hugewin.com/,https://hugewin.com/,Curacao,Huge Win Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Hugewin Casino.txt
Crypto Games.io Casino,logosask/CryptoGamesioCasino.png,6.3,https://crypto-games.io/,https://crypto-games.io/,Costa Rica,Crypto-Games Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Crypto Gamesio Casino.txt
Dublinbet Casino,logosask/DublinbetCasino.png,6.3,http://www.dublinbet.com,http://www.dublinbet.com,Curacao,iGaming Partners,"Mobile, Instant Play, Crypto Casino",tekst/Dublinbet Casino.txt
Cazimbo Casino,logosask/CazimboCasino.png,6.3,https://www.cazimbo.com,https://www.cazimbo.com,The Philippine Amusement and Gaming Corporation (PAGCOR),Affilirise Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Cazimbo Casino.txt
Livecasino.io,logosask/Livecasinoio.png,6.3,http://livecasino.io/,http://livecasino.io/,Curacao,Partners.io Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Livecasinoio.txt
NuggetSlots Casino,logosask/NuggetSlotsCasino.png,6.3,https://www.nuggetslots.com/,https://www.nuggetslots.com/,Curacao,Arcanebet Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/NuggetSlots Casino.txt
Wikibet Casino,logosask/WikibetCasino.png,6.3,https://www.wikibet.com/,https://www.wikibet.com/,Curacao,Wiki Partners,"Crypto Casino, Instant Play, Mobile, Live Casino, Sports",tekst/Wikibet Casino.txt
Sushi Casino,logosask/SushiCasino.png,6.3,https://www.sushicasino.com,https://www.sushicasino.com,Curacao,Boss Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Sushi Casino.txt
ViperWin Casino,logosask/ViperWinCasino.png,6.3,https://viperwin.com/,https://viperwin.com/,The Philippine Amusement and Gaming Corporation (PAGCOR),Bluewin Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/ViperWin Casino.txt
7Signs Casino,logosask/7SignsCasino.png,6.3,https://7signs.com/en/,https://7signs.com/en/,"Anjouan, The Philippine Amusement and Gaming Corporation (PAGCOR)",247Partners,"Instant Play, Mobile, Crypto Casino",tekst/7Signs Casino.txt
GreatWin Casino,logosask/GreatWinCasino.png,6.3,https://greatwin.com,https://greatwin.com,The Philippine Amusement and Gaming Corporation (PAGCOR),Mate Affiliates,"Instant Play, Live Casino, Sports, Mobile, Crypto Casino",tekst/GreatWin Casino.txt
Dream.bet Casino,logosask/DreambetCasino.png,6.3,https://dream.bet/,https://dream.bet/,Curacao,Dream.bet Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Dreambet Casino.txt
Hexabet Casino,logosask/HexabetCasino.png,6.3,https://hexabet.io/,https://hexabet.io/,Curacao,Hex Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Hexabet Casino.txt
Heats Casino,logosask/HeatsCasino.png,6.3,https://www.heatscasino.com/,https://www.heatscasino.com/,Anjouan,Big Time Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Heats Casino.txt
Kinbet Casino,logosask/KinbetCasino.png,6.2,https://kinbet.com/en/,https://kinbet.com/en/,Anjouan,Gypsy Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Kinbet Casino.txt
Sultanbet Casino,logosask/SultanbetCasino.png,6.2,https://www.sultanbet.com,https://www.sultanbet.com,Curacao,VL Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Sultanbet Casino.txt
Alf Casino,logosask/AlfCasino.png,6.2,https://alfcasino.com,https://alfcasino.com,The Philippine Amusement and Gaming Corporation (PAGCOR),WOW Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Alf Casino.txt
Slotit Casino,logosask/SlotitCasino.png,6.2,https://www.slotit.com/,https://www.slotit.com/,Curacao,Slotit Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Slotit Casino.txt
FlukyOne Casino,logosask/FlukyOneCasino.png,6.2,https://www.flukyone.com,https://www.flukyone.com,Curacao,FlukyOne Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/FlukyOne Casino.txt
Luckyhand Casino,logosask/LuckyhandCasino.png,6.2,https://luckyhandcasino.com/,https://luckyhandcasino.com/,Comoros Gambling License Authority,Bet1 Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Luckyhand Casino.txt
CryptoWild Casino,logosask/CryptoWildCasino.png,6.2,https://www.cryptowild.com,https://www.cryptowild.com,Curacao,CryptoWild Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/CryptoWild Casino.txt
Bingo Cafe Casino,logosask/BingoCafeCasino.png,6.2,https://www.bingocafe.com,https://www.bingocafe.com,Alderney Gambling Control Commission,Gaming Partners,"Instant Play, Mobile, Download, Crypto Casino",tekst/Bingo Cafe Casino.txt
Cryptoboss Casino,logosask/CryptobossCasino.png,6.2,https://cryptobosscasino.com,https://cryptobosscasino.com,Curacao,Combo Partners,"Crypto Casino, Instant Play, Mobile, Live Casino",tekst/Cryptoboss Casino.txt
Bonanzino Casino,logosask/BonanzinoCasino.png,6.2,https://www.bonanzino.com/,https://www.bonanzino.com/,Anjouan,CrackerJack Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Bonanzino Casino.txt
Twin Casino,logosask/TwinCasino.png,6.2,https://twin.com,https://twin.com,"Kahnawake Gaming Commission, Curacao",R2D Partners,"Instant Play, Mobile, Live Casino, Sports, Crypto Casino",tekst/Twin Casino.txt
Excitewin Casino,logosask/ExcitewinCasino.png,6.2,https://excitewin.com/,https://excitewin.com/,Curacao,Excite Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Excitewin Casino.txt
Win A Day Casino,logosask/WinADayCasino.png,6.2,https://www.winadaycasino.eu,https://www.winadaycasino.eu,Anjouan,Slotland Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/Win A Day Casino.txt
PowBet Casino,logosask/PowBetCasino.png,6.2,https://powbet.com/en/,https://powbet.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Strong Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/PowBet Casino.txt
Bombastic Casino,logosask/BombasticCasino.png,6.2,https://bombastic.com/,https://bombastic.com/,Curacao,Bombastic Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Bombastic Casino.txt
GoldSpin Casino,logosask/GoldSpinCasino.png,6.2,https://www.goldspin.com/,https://www.goldspin.com/,Curacao,Boss Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/GoldSpin Casino.txt
Winshark Casino,logosask/WinsharkCasino.png,6.2,https://winshark.com/,https://winshark.com/,Curacao,Revsharks Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Winshark Casino.txt
Lucky Koala Casino,logosask/LuckyKoalaCasino.png,6.2,https://luckykoala.com/casino/home,https://luckykoala.com/casino/home,Curacao,Lucky Koala Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Lucky Koala Casino.txt
Helabet Casino,logosask/HelabetCasino.png,6.1,https://helabet.com,https://helabet.com,Curacao,Helabet Partners,"Crypto Casino, Live Casino, Mobile, Sports, Instant Play",tekst/Helabet Casino.txt
HitNSpin Casino,logosask/HitNSpinCasino.png,6.1,https://hitnspin.com/,https://hitnspin.com/,Curacao,V.Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/HitNSpin Casino.txt
Bettilt Casino,logosask/BettiltCasino.png,6.1,https://www.bettilt.com/,https://www.bettilt.com/,Curacao,Income Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Bettilt Casino.txt
Casino Together,logosask/CasinoTogether.png,6.1,https://www.casinotogether.com,https://www.casinotogether.com,Curacao,No Limit Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Casino Together.txt
Casinado Casino,logosask/CasinadoCasino.png,6.1,https://casinado.com/en/,https://casinado.com/en/,Anjouan,Bluewin Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Casinado Casino.txt
Niyvi Casino,logosask/NiyviCasino.png,6.1,http://niyvi.com/,http://niyvi.com/,Costa Rica,Niyvi Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Niyvi Casino.txt
JettBet Casino,logosask/JettBetCasino.png,6.1,https://jettbet.com/en,https://jettbet.com/en,Curacao,TrafficFlow Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/JettBet Casino.txt
Betovo Casino,logosask/BetovoCasino.png,6.1,https://www.betovo.com,https://www.betovo.com,Curacao,Boss Partners,"Crypto Casino, Instant Play, Sports, Mobile, Live Casino",tekst/Betovo Casino.txt
5Gringos Casino,logosask/5GringosCasino.png,6.1,https://5gringos.com/en/,https://5gringos.com/en/,"The Philippine Amusement and Gaming Corporation (PAGCOR), Anjouan",247Partners,"Instant Play, Mobile, Crypto Casino",tekst/5Gringos Casino.txt
Immerion Casino,logosask/ImmerionCasino.png,6.1,https://immerion.com/,https://immerion.com/,Curacao,Immerion.Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Immerion Casino.txt
CasaBet Casino,logosask/CasaBetCasino.png,6.1,https://casabet.io/en,https://casabet.io/en,Curacao,Join Affiliates,"Mobile, Instant Play, Live Casino, Sports, Crypto Casino",tekst/CasaBet Casino.txt
Dolly Casino,logosask/DollyCasino.png,6.1,https://dollycasino.com/,https://dollycasino.com/,Curacao,Kong Affiliates,"Mobile, Live Casino, Instant Play, Crypto Casino",tekst/Dolly Casino.txt
Simsinos Casino,logosask/SimsinosCasino.png,6.1,https://simsinos.com/,https://simsinos.com/,Kahnawake Gaming Commission,Simsino Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Simsinos Casino.txt
MidasLuck Casino,logosask/MidasLuckCasino.png,6.1,https://midasluck.com/en/,https://midasluck.com/en/,Anjouan,Revolution Affiliates,"Crypto Casino, Instant Play, Mobile, Sports, Live Casino",tekst/MidasLuck Casino.txt
Scorpion Casino,logosask/ScorpionCasino.png,6.1,https://scorpion.casino,https://scorpion.casino,Curacao,Scorpion Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Scorpion Casino.txt
Yonibet Casino,logosask/YonibetCasino.png,6.1,https://yonibet.com/,https://yonibet.com/,Curacao,Yonipartners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Yonibet Casino.txt
Fortune Play Casino,logosask/FortunePlayCasino.png,6.1,https://www.fortuneplay.com/,https://www.fortuneplay.com/,Curacao,Rooster Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Fortune Play Casino.txt
Betador Casino,logosask/BetadorCasino.png,6,https://betador.com,https://betador.com,Curacao,Betador Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Betador Casino.txt
WikiLuck Casino,logosask/WikiLuckCasino.png,6,https://wikiluck.com/,https://wikiluck.com/,Curacao,WiAff,"Instant Play, Live Casino, Mobile, Crypto Casino, Sports",tekst/WikiLuck Casino.txt
Slot Mafia Casino,logosask/SlotMafiaCasino.png,6,https://www.slotmafia.com/,https://www.slotmafia.com/,Curacao,N1 Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Slot Mafia Casino.txt
All Right Casino,logosask/AllRightCasino.png,6,https://allrightcasino.com/,https://allrightcasino.com/,Curacao,Jim Partners,"Instant Play, Mobile, Crypto Casino",tekst/All Right Casino.txt
Polestar Casino,logosask/PolestarCasino.png,6,https://polestarcasino.com,https://polestarcasino.com,Curacao,Affiliates DIV,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Polestar Casino.txt
Caz-Win Casino,logosask/Caz-WinCasino.png,6,https://www.caz-win.com/,https://www.caz-win.com/,Comoros Gambling License Authority,CazPartners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Caz-Win Casino.txt
Bingo Liner Casino,logosask/BingoLinerCasino.png,6,https://www.bingoliner.com/,https://www.bingoliner.com/,Alderney Gambling Control Commission,Gaming Partners,"Instant Play, Mobile, Crypto Casino",tekst/Bingo Liner Casino.txt
House of Spades Casino,logosask/HouseofSpadesCasino.png,6,https://houseofspades.com/,https://houseofspades.com/,Curacao,Friends of Spades Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/House of Spades Casino.txt
BETiBET Casino,logosask/BETiBETCasino.png,6,http://www.betibet.com,http://www.betibet.com,Curacao,Boomerang Partners,"Instant Play, Mobile, Crypto Casino, Live Casino, Sports, Download",tekst/BETiBET Casino.txt
JackMillion Casino,logosask/JackMillionCasino.png,6,https://eu.jackmillion.com/,https://eu.jackmillion.com/,Curacao,AffiliStars,"Instant Play, Mobile, Crypto Casino",tekst/JackMillion Casino.txt
Playamo Casino,logosask/PlayamoCasino.png,5.9,http://www.playamo.com,http://www.playamo.com,Curacao,Playamo Partners,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Playamo Casino.txt
Woocasino,logosask/Woocasino.png,5.9,https://www.woocasino.com/,https://www.woocasino.com/,Curacao,Playamo Partners,"Instant Play, Mobile, Crypto Casino, Live Casino, Sports",tekst/Woocasino.txt
Alexander Casino,logosask/AlexanderCasino.png,5.9,https://www.alexandercasino.com,https://www.alexandercasino.com,Curacao,iGaming Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Alexander Casino.txt
Cloudbet Casino,logosask/CloudbetCasino.png,5.9,http://www.cloudbet.com,http://www.cloudbet.com,Curacao,Cloudbet Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/Cloudbet Casino.txt
Dazard Casino,logosask/DazardCasino.png,5.9,https://www.dazard.com,https://www.dazard.com,Curacao,Brofist Partners,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Dazard Casino.txt
SpinSamba Casino,logosask/SpinSambaCasino.png,5.9,https://eu.spinsamba.com/,https://eu.spinsamba.com/,Curacao,AffiliStars,"Instant Play, Mobile, Crypto Casino, Live Casino, Sports",tekst/SpinSamba Casino.txt
Shinobibet Casino,logosask/ShinobibetCasino.png,5.9,https://shinobibet.com,https://shinobibet.com,Curacao,Partners Pros Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Shinobibet Casino.txt
Verde Casino,logosask/VerdeCasino.png,5.9,https://verdecasino.com,https://verdecasino.com,Curacao,V.Partners,"Live Casino, Instant Play, Mobile, Crypto Casino, Sports",tekst/Verde Casino.txt
